name,rating,Interest Type,City
Hadley Recreation Center,1.5,amusement_park,Nashville
Booville Nashville,2.6,amusement_park,Nashville
Aquarium Restaurant,4.1,amusement_park,Nashville
SoundWaves at Gaylord Opryland,4.5,amusement_park,Nashville
BEAST HOUSE - The Money Back Haunted House,4.4,amusement_park,Nashville
Altitude Trampoline Park Nashville,4.5,amusement_park,Nashville
Nashville Shores Lakeside Resort,4.3,amusement_park,Nashville
Jumpstreet,4.0,amusement_park,Nashville
Honeysuckle Hill Farm,4.0,amusement_park,Nashville
Bourbon Street Blues and Boogie Bar,4.7,bar,Nashville
Winners Bar & Grill,4.1,bar,Nashville
The Big Bang Dueling Piano Bar,4.4,bar,Nashville
Bar Louie - The Gulch,4.1,bar,Nashville
AJ's Good Time Bar,4.4,bar,Nashville
Blend Bar with Davidoff Cigars,4.7,bar,Nashville
Greenhouse Bar,4.4,bar,Nashville
Benchmark Sports Bar Nashville,4.5,bar,Nashville
The Oak Bar,4.6,bar,Nashville
Losers Bar & Grill,4.2,bar,Nashville
Old Glory,4.6,bar,Nashville
Robert's Western World,4.6,bar,Nashville
Play Dance Bar,4.3,bar,Nashville
3 Crow Bar,4.3,bar,Nashville
BB King's Blues Club,4.5,bar,Nashville
Nudie's Honky Tonk,4.5,bar,Nashville
Acme Feed & Seed,4.4,bar,Nashville
Beyond the Edge,4.4,bar,Nashville
Earnest Bar & Hideaway (formerly Hemingway's),4.5,bar,Nashville
The George Jones,4.4,bar,Nashville
The Loveless Cafe,4.7,cafe,Nashville
The Bluebird Cafe,4.6,cafe,Nashville
Listening Room Cafe,4.5,cafe,Nashville
Sky Blue Cafe,4.5,cafe,Nashville
Germantown Café,4.4,cafe,Nashville
Another Broken Egg Cafe,4.3,cafe,Nashville
Cafe Coco,4.3,cafe,Nashville
The Garden Brunch Cafe,4.6,cafe,Nashville
Monells Cafe,4.5,cafe,Nashville
Hermitage Cafe,4.3,cafe,Nashville
Cafe Roze,4.6,cafe,Nashville
Douglas Corner Café,4.6,cafe,Nashville
Game Point - A Board Game Cafe,4.9,cafe,Nashville
The Café at Thistle Farms,4.8,cafe,Nashville
The Picnic Cafe & Party Catering,4.6,cafe,Nashville
Fido,4.5,cafe,Nashville
"Shugga Hi Bakery and Cafe, Inc.",4.7,cafe,Nashville
Dose,4.6,cafe,Nashville
Red Bicycle Coffee,4.3,cafe,Nashville
Café Le Crumbs,4.6,cafe,Nashville
Vivian's Vacation Voyages,5.0,casino,Nashville
Spangler Entertainment,4.0,casino,Nashville
Casino Depot - Grayline TN,4.2,casino,Nashville
Taylor Entertainment,5.0,casino,Nashville
"Nashville Casino & Poker Rentals, Parties and Planning",4.0,casino,Nashville
Gaylord Opryland Resort & Convention Center,4.5,casino,Nashville
Hard Rock Cafe,4.2,casino,Nashville
The Gambling Stick,4.6,casino,Nashville
Layla's,4.6,casino,Nashville
Nashville Airport Marriott,4.4,casino,Nashville
Nashville Marriott at Vanderbilt University,4.3,casino,Nashville
Marriott,4.3,casino,Nashville
Gray Line Tennessee,3.3,casino,Nashville
Harrah's Metropolis Casino & Hotel,4.0,casino,Nashville
Caesars Ent,1.0,casino,Nashville
Country Music Hall of Fame and Museum,4.6,museum,Nashville
Frist Art Museum,4.6,museum,Nashville
The Parthenon,4.6,museum,Nashville
The Johnny Cash Museum & Cafe,4.5,museum,Nashville
Tennessee State Museum,4.6,museum,Nashville
Lane Motor Museum,4.7,museum,Nashville
Adventure Science Center,4.6,museum,Nashville
Musicians Hall of Fame and Museum,4.5,museum,Nashville
Patsy Cline Museum,4.4,museum,Nashville
Historic Travellers Rest Plantation & Museum,4.5,museum,Nashville
Tennessee Central Railway Museum,4.4,museum,Nashville
The Hermitage,4.6,museum,Nashville
Historic RCA Studio B,4.7,museum,Nashville
Tennessee Agricultural Museum,4.6,museum,Nashville
Willie Nelson and Friends Museum and Nashville Souvenirs,4.3,museum,Nashville
Tennessee Sports Hall of Fame,4.0,museum,Nashville
The Gallery of Iconic Guitars (The GIG) at Belmont,4.8,museum,Nashville
Military Branch Museum,4.4,museum,Nashville
The George Jones,4.4,museum,Nashville
Belle Meade Plantation,4.6,museum,Nashville
Ibiza Night Club,3.7,night_club,Nashville
Club Premium Nashville TN,4.2,night_club,Nashville
Bucanas Night Club,3.5,night_club,Nashville
Play Dance Bar,4.3,night_club,Nashville
Zanies Comedy Night Club,4.4,night_club,Nashville
Nashville Crossroads,4.6,night_club,Nashville
Second Fiddle,4.6,night_club,Nashville
Deja Vu Showgirls Nashville,3.4,night_club,Nashville
Nashville City Club,4.6,night_club,Nashville
Rudy's Jazz Room,4.6,night_club,Nashville
Pure Gold's Crazy Horse Nashville,3.4,night_club,Nashville
Bourbon Street Blues and Boogie Bar,4.7,night_club,Nashville
Club-Hotel Nashville Inn & Suites,3.4,night_club,Nashville
Nashville Nightlife,4.4,night_club,Nashville
Limelight,3.9,night_club,Nashville
Mercy Lounge,4.6,night_club,Nashville
Menages,3.2,night_club,Nashville
BB King's Blues Club,4.5,night_club,Nashville
Woman's Club of Nashville,5.0,night_club,Nashville
Bridgestone Arena,3.0,night_club,Nashville
Abyssinia | Ethiopian Restaurant,4.5,restaurant,Nashville
Taco Mamacita,4.4,restaurant,Nashville
Five Points Pizza East,4.7,restaurant,Nashville
Mas Tacos Por Favor,4.7,restaurant,Nashville
The Catbird Seat,4.7,restaurant,Nashville
Lockeland Table,4.7,restaurant,Nashville
Monell's,4.8,restaurant,Nashville
The Loveless Cafe,4.7,restaurant,Nashville
The Chef And I on Ninth,4.8,restaurant,Nashville
Joey's House of Pizza,4.8,restaurant,Nashville
Skull's Rainbow Room,4.7,restaurant,Nashville
Arnold's Country Kitchen,4.6,restaurant,Nashville
Rolf and Daughters,4.6,restaurant,Nashville
The Wild Cow,4.7,restaurant,Nashville
MISSION BBQ,4.7,restaurant,Nashville
Hattie B's,4.6,restaurant,Nashville
Jeff Ruby's,4.7,restaurant,Nashville
Etch,4.6,restaurant,Nashville
Folk,4.4,restaurant,Nashville
"Hattie B's Hot Chicken - West Nashville, TN",4.7,restaurant,Nashville
The Woodhouse Day Spa - Nashville,4.7,spa,Nashville
Escape Day Spa & Salon,4.3,spa,Nashville
Spa Haus Nashville,4.9,spa,Nashville
Adagio Massage Co & Spa,4.6,spa,Nashville
Mokara Salon & Spa,3.5,spa,Nashville
Rhapsody Spa,3.6,spa,Nashville
Relâche Spa at Gaylord Opryland Resort,4.4,spa,Nashville
Venus Luxury Spa,5.0,spa,Nashville
Oliv Body Bar,4.3,spa,Nashville
Drake Day Spa,4.8,spa,Nashville
Urban Oasis Day Spa,4.8,spa,Nashville
Kiva Salon,4.2,spa,Nashville
Osho Collective Salon + Wellness Spa,4.7,spa,Nashville
Spa by JW Marriott Nashville,5.0,spa,Nashville
Spavia Day Spa - Bellevue,4.6,spa,Nashville
Pure | Organic Salon + Spa,4.9,spa,Nashville
Salon J & Day Spa,4.0,spa,Nashville
Madlen's Spa,5.0,spa,Nashville
Tiba Nu,5.0,spa,Nashville
Allure Spa & Nail,4.1,spa,Nashville
Nissan Stadium,4.5,stadium,Nashville
Vanderbilt Stadium,3.9,stadium,Nashville
First Tennessee Park,4.7,stadium,Nashville
Sounds Stadium,4.7,stadium,Nashville
Bridgestone Arena,4.7,stadium,Nashville
Quality Inn Nashville Downtown - Stadium,3.7,stadium,Nashville
Clarion Hotel Nashville Downtown - Stadium,4.1,stadium,Nashville
Ezell Park Soccer Fields,4.2,stadium,Nashville
Baseball Stadium,4.8,stadium,Nashville
Nashville Zoo at Grassmere,4.5,zoo,Nashville
The Barrymore Hotel Tampa Riverwalk,4.0,hotel,Tampa
Hilton Tampa Downtown,4.4,hotel,Tampa
Fairfield Inn & Suites by Marriott Tampa Westshore/Airport,4.5,hotel,Tampa
Holiday Inn Tampa Westshore - Airport Area,4.2,hotel,Tampa
"Epicurean Hotel, Autograph Collection",4.7,hotel,Tampa
Seminole Hard Rock Hotel & Casino Tampa,4.2,hotel,Tampa
Tampa Marriott Westshore,4.3,hotel,Tampa
Quality Inn & Conference Center,3.6,hotel,Tampa
Tampa Stadium Hotel,2.9,hotel,Tampa
SpringHill Suites by Marriott Tampa Westshore Airport,4.3,hotel,Tampa
AC Hotel by Marriott Tampa Airport,4.5,hotel,Tampa
Extended Stay America - Tampa - Airport - Spruce Street,3.5,hotel,Tampa
TownePlace Suites by Marriott Tampa Westshore/Airport,4.2,hotel,Tampa
Hampton Inn Tampa-International Airport/Westshore,4.1,hotel,Tampa
The Westin Tampa Bay,4.3,hotel,Tampa
Sheraton Tampa Riverwalk Hotel,3.9,hotel,Tampa
Quality Inn Airport - Cruise Port,3.5,hotel,Tampa
DoubleTree by Hilton Hotel Tampa Airport - Westshore,3.9,hotel,Tampa
Le Méridien Tampa,4.5,hotel,Tampa
Residence Inn by Marriott Tampa Westshore/Airport,4.3,hotel,Tampa
Grand Prix Tampa,4.0,amusement_park,Tampa
Busch Gardens Tampa Bay,4.6,amusement_park,Tampa
Busch Gardens,0.0,amusement_park,Tampa
Adventure Island,4.4,amusement_park,Tampa
Playgrounds of Tampa,4.5,amusement_park,Tampa
Smash Room Of Tampa,4.6,amusement_park,Tampa
Adventure Island Parking,4.4,amusement_park,Tampa
Shaw's Motel,2.9,amusement_park,Tampa
United Renovation & Paint,3.0,amusement_park,Tampa
Escape Quest Tampa,4.1,amusement_park,Tampa
Saga trampoline park,0.0,amusement_park,Tampa
Celebration Station,4.0,amusement_park,Tampa
Tampa Bay Grand Prix,4.4,amusement_park,Tampa
Tampa Bay Grand Prix,4.6,amusement_park,Tampa
Jump Station FL,4.1,amusement_park,Tampa
Laser Ops Extreme Gaming Arcade - Tampa,4.5,amusement_park,Tampa
SheiKra,4.8,amusement_park,Tampa
Falcon's Fury,4.6,amusement_park,Tampa
Barracuda Run,0.0,amusement_park,Tampa
Courageous Falls,0.0,amusement_park,Tampa
Bar Louie - International Plaza,4.3,bar,Tampa
The Hub Bar,4.4,bar,Tampa
Whiskey Joe's Tampa Bar & Grill,4.2,bar,Tampa
The Pub Tampa Bay,4.4,bar,Tampa
Independent Bar and Cafe,4.6,bar,Tampa
The Sail,4.3,bar,Tampa
Hattricks,4.4,bar,Tampa
Gaspar's Grotto,4.3,bar,Tampa
The Anchor Bar,4.6,bar,Tampa
The Anchor Bar,4.4,bar,Tampa
Four Green Fields,4.6,bar,Tampa
City Side,4.3,bar,Tampa
American Social,4.1,bar,Tampa
Mad Chiller World Kava Lounge,4.8,bar,Tampa
Bel Mar Bar & Grill,4.4,bar,Tampa
Taps Restaurant Bar & Lounge,4.1,bar,Tampa
Rick's on the River,4.2,bar,Tampa
Pete's Place South,4.3,bar,Tampa
The Long Bar Pub & Grill,4.1,bar,Tampa
Tiny Tap Tavern,4.4,bar,Tampa
The Blind Tiger Cafe - Ybor City - Coffee Shop,4.5,cafe,Tampa
The Portico Cafe,4.7,cafe,Tampa
Independent Bar and Cafe,4.6,cafe,Tampa
Rubens Cuban Cafe,4.4,cafe,Tampa
Cafe Hey,4.5,cafe,Tampa
Another Broken Egg Cafe,4.4,cafe,Tampa
Kahwa Coffee,4.6,cafe,Tampa
La Creperia Cafe @ Ybor City,4.3,cafe,Tampa
Zelda's Cafe & Deli,4.5,cafe,Tampa
The Blind Tiger Cafe - Seminole Heights - Coffee Shop,4.6,cafe,Tampa
The Attic On Kennedy,4.4,cafe,Tampa
Healthy N' Fresh Cafe,4.7,cafe,Tampa
Cafe Caribe,4.3,cafe,Tampa
Cry Baby Cafe,3.9,cafe,Tampa
Dunns River Island Cafe,4.3,cafe,Tampa
Bella's Italian Café,4.5,cafe,Tampa
Seasons Fresh Cafe,4.6,cafe,Tampa
STADIUM CAFE,4.2,cafe,Tampa
The Blind Tiger Cafe - SOHO - Coffee Shop,4.5,cafe,Tampa
Buddy Brew Coffee - Kennedy,4.6,cafe,Tampa
Seminole Hard Rock Hotel & Casino Tampa,4.2,casino,Tampa
Henry B. Plant Museum,4.6,museum,Tampa
Glazer Children's Museum,4.5,museum,Tampa
Museum Of Science & Industry,3.8,museum,Tampa
Tampa Bay History Center,4.6,museum,Tampa
Tampa Firefighters Museum,4.7,museum,Tampa
USF Contemporary Art Museum,4.6,museum,Tampa
Cracker Country,4.6,museum,Tampa
Ybor City State Museum,4.5,museum,Tampa
The Florida Museum of Photographic Arts,4.1,museum,Tampa
Ybor City Museum State Park,4.6,museum,Tampa
Tampa Police Museum,3.9,museum,Tampa
Tampa Baseball Museum,4.0,museum,Tampa
Best Richardson African Diaspora Literature & Culture Museum & Bookstore,5.0,museum,Tampa
Scarfone/Hartley Gallery,4.6,museum,Tampa
Hillsborough County Sheriff's Office History Center,5.0,museum,Tampa
Museum Store,5.0,museum,Tampa
Dinosaur World,4.4,museum,Tampa
USF College of The Arts,5.0,museum,Tampa
Mission Moonbase,4.7,museum,Tampa
Disasterville,4.5,museum,Tampa
Club Prana,4.0,night_club,Tampa
The Kennedy Soho,3.9,night_club,Tampa
Southern Nights TAMPA,3.1,night_club,Tampa
The Hyde Park Cafe,3.8,night_club,Tampa
Limelight,3.6,night_club,Tampa
The Castle,4.6,night_club,Tampa
Emperors Tampa Gentleman's Club,3.5,night_club,Tampa
Cristoph's,4.1,night_club,Tampa
Amphitheater Ybor,5.0,night_club,Tampa
Paracas,4.4,night_club,Tampa
Czar,2.7,night_club,Tampa
Equilibrium Bar & Nightclub,3.6,night_club,Tampa
Club 1828,4.0,night_club,Tampa
The Honey Pot,4.2,night_club,Tampa
Dallas Bull,3.6,night_club,Tampa
Tampa Bus Charter,0.0,night_club,Tampa
Skye NiteClub,0.0,night_club,Tampa
"Jackson's Bistro, Bar & Sushi",4.3,night_club,Tampa
Maduro Marauders Cigar Lounge,4.8,night_club,Tampa
Hollywood Nites,3.3,night_club,Tampa
On Swann,4.6,restaurant,Tampa
Pane Rustica,4.6,restaurant,Tampa
Columbia Restaurant,4.5,restaurant,Tampa
Terra Gaucha Brazilian Steakhouse Tampa,4.8,restaurant,Tampa
Ulele,4.4,restaurant,Tampa
La Terrazza Restaurant,4.7,restaurant,Tampa
Al's Finger Licking Good Bar-B-Que,4.7,restaurant,Tampa
Shells Seafood Restaurant - South Tampa,4.5,restaurant,Tampa
Oxford Exchange,4.6,restaurant,Tampa
Datz,4.6,restaurant,Tampa
Cooper's Hawk Winery & Restaurant,4.5,restaurant,Tampa
Seasons 52,4.5,restaurant,Tampa
Green Lemon,4.6,restaurant,Tampa
Rusty Pelican Tampa Restaurant,4.5,restaurant,Tampa
Bahama Breeze,4.5,restaurant,Tampa
Oystercatchers,4.6,restaurant,Tampa
Shells Seafood Restaurant North Tampa,4.3,restaurant,Tampa
La Teresita Restaurant,4.4,restaurant,Tampa
Saigon Deli,4.7,restaurant,Tampa
Kojak's House of Ribs,4.6,restaurant,Tampa
Tampa Plaza Shopping Center,4.2,shopping_mall,Tampa
University Mall,3.6,shopping_mall,Tampa
The Grand Beauty Spa,4.5,spa,Tampa
Amy's Day Spa,4.8,spa,Tampa
Spa Sudeva,4.4,spa,Tampa
Caribbean Mystique Massage & Wellness Spa,4.8,spa,Tampa
Spa Evangeline,4.2,spa,Tampa
SB Health & Beauty Spa,4.6,spa,Tampa
Luxe Day Spa - Eyelash Extensions & Microblading,4.7,spa,Tampa
Spa Jardin,4.9,spa,Tampa
Pia Esthetics Day Spa,4.9,spa,Tampa
Enchanteria Day Spa,4.7,spa,Tampa
Glow Day Spa,4.7,spa,Tampa
CIELO SPA,5.0,spa,Tampa
Orange Spa,3.6,spa,Tampa
SOHO Wellness & Med Spa,4.9,spa,Tampa
Tan Spa,4.8,spa,Tampa
Spa ZenAura Massage,4.8,spa,Tampa
Paris Salon & Day Spa,4.6,spa,Tampa
Massage Green SPA,4.1,spa,Tampa
Skin Trends,4.9,spa,Tampa
Hand & Stone Massage and Facial Spa,3.5,spa,Tampa
Raymond James Stadium,4.5,stadium,Tampa
Tampa Sports Authority,4.0,stadium,Tampa
George M. Steinbrenner Field,4.6,stadium,Tampa
ZooTampa at Lowry Park,4.6,zoo,Tampa
Bf Petting Zoo,5.0,zoo,Tampa
Croc Encounters,4.4,zoo,Tampa
Boardwalk Resort and Villas by Diamond Resorts,4.3,hotel,Virginia Beach
The Oceanfront Inn,4.2,hotel,Virginia Beach
Sheraton Virginia Beach Oceanfront Hotel,4.1,hotel,Virginia Beach
Oceanaire Resort Hotel,4.2,hotel,Virginia Beach
"Surfbreak Oceanfront Hotel, an Ascend Hotel Collection Member",4.1,hotel,Virginia Beach
Hilton Virginia Beach Oceanfront,4.3,hotel,Virginia Beach
Alamar Resort Inn,3.3,hotel,Virginia Beach
Capes Hotel,4.1,hotel,Virginia Beach
Days Inn by Wyndham Virginia Beach At The Beach,3.8,hotel,Virginia Beach
Quality Inn & Suites Oceanfront,3.4,hotel,Virginia Beach
Hyatt House Virginia Beach/Oceanfront,4.3,hotel,Virginia Beach
"The Cavalier Virginia Beach, Autograph Collection",4.6,hotel,Virginia Beach
Travelodge by Wyndham Virginia Beach,2.7,hotel,Virginia Beach
Four Points by Sheraton Virginia Beach Oceanfront,4.2,hotel,Virginia Beach
Clarion Inn & Suites,3.3,hotel,Virginia Beach
The Westin Virginia Beach Town Center,4.4,hotel,Virginia Beach
Comfort Suites Beachfront,4.2,hotel,Virginia Beach
Best Western Plus Sandcastle Beachfront Hotel,4.1,hotel,Virginia Beach
Hilton Garden Inn Virginia Beach Oceanfront,4.5,hotel,Virginia Beach
Comfort Inn & Suites Virginia Beach - Oceanfront,4.4,hotel,Virginia Beach
Repeal Bourbon & Burgers,4.6,bar,Virginia Beach
Lynnhaven Pub,4.7,bar,Virginia Beach
Footers Sports Pub,4.6,bar,Virginia Beach
Calypso Bar & Grill,4.2,bar,Virginia Beach
The Tailgate Sports Pub,4.4,bar,Virginia Beach
CP Shuckers Cafe & Raw Bar,4.4,bar,Virginia Beach
Chix on the Beach,4.3,bar,Virginia Beach
Brass Bell Steakhouse,4.5,bar,Virginia Beach
FIREBREW Bar & Grill - Virginia Beach Restaurant,4.6,bar,Virginia Beach
Frans Ready Room,4.4,bar,Virginia Beach
Fired Up Sports Bar & Grill,4.5,bar,Virginia Beach
ShoreBreak Pizza & TapHouse,4.5,bar,Virginia Beach
Eurasia Cafe,4.6,bar,Virginia Beach
Rudee's Restaurant and Cabana Bar,4.3,bar,Virginia Beach
CP Shuckers,4.2,bar,Virginia Beach
Scotty Quixx West,4.8,bar,Virginia Beach
Hook Up Cafe,4.3,bar,Virginia Beach
Yard House,4.4,bar,Virginia Beach
Inland Reef,4.4,bar,Virginia Beach
Topgolf,4.4,bar,Virginia Beach
Rick's Cafe,4.6,cafe,Virginia Beach
Java Surf Café & Espresso Bar,4.7,cafe,Virginia Beach
Leaping Lizard Cafe,4.7,cafe,Virginia Beach
Perked Up Coffee Cafe',4.7,cafe,Virginia Beach
Yoder's Cafe,4.7,cafe,Virginia Beach
Coastal Cafe,4.7,cafe,Virginia Beach
FunVille Playground and Cafe Virginia Beach,4.0,cafe,Virginia Beach
Eddy's Cafe,4.6,cafe,Virginia Beach
Kahiau's Bakery and Cafe,4.7,cafe,Virginia Beach
Mosaic Cafe Eatery,4.7,cafe,Virginia Beach
Bad Ass Coffee,4.7,cafe,Virginia Beach
Spoon Dessert Cafe,4.6,cafe,Virginia Beach
Three Ships Coffee Roasters,4.6,cafe,Virginia Beach
Virginia Beach Coffee Co,4.4,cafe,Virginia Beach
Marchese Italian Market & Cafe,4.8,cafe,Virginia Beach
Gateaux Bakery & Cafe,4.4,cafe,Virginia Beach
Pour Favor,4.4,cafe,Virginia Beach
Roast Rider,4.5,cafe,Virginia Beach
Commune,4.6,cafe,Virginia Beach
Lynnhaven Coffee Company,4.6,cafe,Virginia Beach
"Triple Cherrys Casino Tours, LLC",4.0,casino,Virginia Beach
Chapmans Amusements & 4 Kings Casino Parties,4.3,casino,Virginia Beach
Casino Cruise Promotions,3.0,casino,Virginia Beach
KSI Consulting,3.0,casino,Virginia Beach
Isle of Capri,4.4,casino,Virginia Beach
Breakout Games - Virginia Beach,4.9,casino,Virginia Beach
Marriott Virginia Beach Oceanfront,4.3,casino,Virginia Beach
Casinos Unlimited,0.0,casino,Virginia Beach
Casinos Unlimited,0.0,casino,Virginia Beach
Ocean Key & Atrium Resorts,0.0,casino,Virginia Beach
T-mania,4.5,casino,Virginia Beach
"Premier Events, Inc.",4.8,casino,Virginia Beach
Venture Tours,4.5,casino,Virginia Beach
Virginia Aquarium & Marine Science Center,4.5,museum,Virginia Beach
Military Aviation Museum,4.8,museum,Virginia Beach
Virginia Museum of Contemporary Art,4.5,museum,Virginia Beach
Virginia Beach Surf & Rescue Museum,4.5,museum,Virginia Beach
The Thoroughgood House,4.4,museum,Virginia Beach
Atlantic Wildfowl Heritage Museum,4.5,museum,Virginia Beach
Francis Land House,4.5,museum,Virginia Beach
Children's Museum of Virginia,4.6,museum,Virginia Beach
History Museum,3.7,museum,Virginia Beach
Union Kempsville Museum,5.0,museum,Virginia Beach
Military Aviation Museum,5.0,museum,Virginia Beach
Ferry Plantation House,4.6,museum,Virginia Beach
The Upper Wolfsnare House,4.3,museum,Virginia Beach
Virginia Sports Hall of Fame (Administrative Office),4.6,museum,Virginia Beach
Portsmouth Naval Shipyard Museum,4.6,museum,Virginia Beach
Navy SEAL Monument,4.9,museum,Virginia Beach
Lightship Portsmouth Museum,4.7,museum,Virginia Beach
Portsmouth Art & Cultural Center,4.7,museum,Virginia Beach
Aviation Historical Park,0.0,museum,Virginia Beach
Railroad Museum of Virginia,4.6,museum,Virginia Beach
Peabody's Nightclub,3.3,night_club,Virginia Beach
Upscale Restaurant & Lounge,4.0,night_club,Virginia Beach
RY Lounge,4.0,night_club,Virginia Beach
Sky Bar,3.9,night_club,Virginia Beach
Allure 30/30,4.2,night_club,Virginia Beach
The Cave,2.9,night_club,Virginia Beach
Central 111 Tapas Lounge,3.8,night_club,Virginia Beach
Ocean Beach Club Resort,4.0,night_club,Virginia Beach
Ultra Martini Lounge,3.9,night_club,Virginia Beach
Mermaids Gentlemen's Club,4.0,night_club,Virginia Beach
Rainbow Cactus Company,4.0,night_club,Virginia Beach
Club Empire,4.4,night_club,Virginia Beach
OMEGA BAR,4.4,night_club,Virginia Beach
Origami Asian bistar,3.9,night_club,Virginia Beach
Cheetah's Go-Go,2.2,night_club,Virginia Beach
Tropical Delights,4.0,night_club,Virginia Beach
Funny Bone,4.1,night_club,Virginia Beach
Hookah's Lounge & Shop,3.7,night_club,Virginia Beach
Minx Gentlemens Club,3.9,night_club,Virginia Beach
Wanna B's Karaoke Club & Restaurant,4.1,night_club,Virginia Beach
FIREBREW Bar & Grill - Virginia Beach Restaurant,4.6,restaurant,Virginia Beach
Waterman's Surfside Grille,4.5,restaurant,Virginia Beach
The Butcher's Son,4.6,restaurant,Virginia Beach
Repeal Bourbon & Burgers,4.6,restaurant,Virginia Beach
Doc Taylor's Restaurant,4.6,restaurant,Virginia Beach
Leaping Lizard Cafe,4.7,restaurant,Virginia Beach
The Bee and The Biscuit,4.7,restaurant,Virginia Beach
"Hair of the Dog Eatery, Virginia Beach",4.4,restaurant,Virginia Beach
Aldo's Ristorante,4.6,restaurant,Virginia Beach
SurfSide Restaurant,4.5,restaurant,Virginia Beach
3 Amigos Mexican Restaurant,4.5,restaurant,Virginia Beach
Commune,4.6,restaurant,Virginia Beach
Hot Tuna Bar & Grill,4.5,restaurant,Virginia Beach
Sunnyside Cafe and Restaurant,4.5,restaurant,Virginia Beach
Citrus Breakfast and Lunch,4.5,restaurant,Virginia Beach
Mary's Restaurant,4.5,restaurant,Virginia Beach
Icehouse Restaurant,4.6,restaurant,Virginia Beach
The Beach Bully BBQ,4.4,restaurant,Virginia Beach
Chix on the Beach,4.3,restaurant,Virginia Beach
Pocahontas Pancake House,4.5,restaurant,Virginia Beach
Woods Corner Shopping Center,4.0,shopping_mall,Virginia Beach
Janaf Shopping Center,4.0,shopping_mall,Virginia Beach
Green Leaf and Pebble Tea Spa,4.7,spa,Virginia Beach
Salon@31st Day Spa,4.3,spa,Virginia Beach
Spa Phoenix,4.6,spa,Virginia Beach
SeaHill Spa at The Cavalier,4.9,spa,Virginia Beach
Natural Balance Day Spa,4.6,spa,Virginia Beach
"The Founders Inn and Spa, Tapestry Collection by Hilton",4.2,spa,Virginia Beach
Paradise Found Massage and Day Spa,4.6,spa,Virginia Beach
Edgar Cayce's A.R.E. Health Center & Spa,4.7,spa,Virginia Beach
Dupre's Salon and Day Spa,4.7,spa,Virginia Beach
Aura Day Spa,2.3,spa,Virginia Beach
Dream Float Spa,3.6,spa,Virginia Beach
Flowering Almond Spa,4.4,spa,Virginia Beach
Tao Feet Spa,4.7,spa,Virginia Beach
Sculpt Virginia Beach,4.7,spa,Virginia Beach
Green Leaf and Pebble Tea Spa & Cafe',4.9,spa,Virginia Beach
Nourish Day Spa,4.6,spa,Virginia Beach
Great Day Spa,5.0,spa,Virginia Beach
Verde Salon & Spa,4.7,spa,Virginia Beach
Elite Therapy and Wellness Center,4.4,spa,Virginia Beach
Day Spa,0.0,spa,Virginia Beach
Virginia Zoological Park,4.5,zoo,Virginia Beach
Beach Party Ponies & Barnyard Petting Zoo,4.8,zoo,Virginia Beach
Hunt Club Farm,4.6,zoo,Virginia Beach
Marriott Syracuse Downtown,4.4,hotel,Syracuse
Crowne Plaza Syracuse,4.1,hotel,Syracuse
Aloft Syracuse Inner Harbor,4.3,hotel,Syracuse
Genesee Grande Hotel,4.2,hotel,Syracuse
Embassy Suites by Hilton Syracuse Destiny USA,4.5,hotel,Syracuse
"Hotel Skyler Syracuse, Tapestry Collection by Hilton",4.6,hotel,Syracuse
"The Parkview Hotel, BW Premier Collection",4.3,hotel,Syracuse
Sheraton Syracuse University Hotel & Conference Center,4.3,hotel,Syracuse
Quality Inn & Suites Downtown,3.8,hotel,Syracuse
DoubleTree by Hilton Hotel Syracuse,4.2,hotel,Syracuse
Holiday Inn Syracuse-Liverpool-Exit 37,4.1,hotel,Syracuse
Courtyard by Marriott Syracuse Downtown at Armory Square,4.2,hotel,Syracuse
Embassy Suites by Hilton Syracuse,4.0,hotel,Syracuse
Hampton Inn & Suites Syracuse Dewitt,4.3,hotel,Syracuse
SpringHill Suites by Marriott Syracuse Carrier Circle,4.3,hotel,Syracuse
Residence Inn by Marriott Syracuse Downtown at Armory Square,4.4,hotel,Syracuse
Staybridge Suites Syracuse (Liverpool),4.5,hotel,Syracuse
Red Roof Inn Syracuse,3.6,hotel,Syracuse
Hilton Garden Inn Syracuse,4.4,hotel,Syracuse
Jefferson Clinton Hotel,4.5,hotel,Syracuse
WonderWorks Destiny,4.3,amusement_park,Syracuse
Greater Syracuse Tenants Network,3.8,amusement_park,Syracuse
5 Wits Syracuse,4.5,amusement_park,Syracuse
"Billy Beez, Destiny USA",4.1,amusement_park,Syracuse
Sky Zone Trampoline Park,4.3,amusement_park,Syracuse
Surf City Family Fun Center,4.1,amusement_park,Syracuse
Antique Carousel -,4.8,amusement_park,Syracuse
Sylvan Beach Amusement Park,3.9,amusement_park,Syracuse
Thunder Island,3.9,amusement_park,Syracuse
Blue Tusk,4.4,bar,Syracuse
Clinton Street Pub,3.9,bar,Syracuse
Wolff's Biergarten,4.6,bar,Syracuse
Kitty Hoyne's Irish Pub,4.6,bar,Syracuse
Guilfoil's Irish Pub,4.7,bar,Syracuse
The Evergreen,4.5,bar,Syracuse
Blarney Stone,4.6,bar,Syracuse
Dark Horse Tavern,4.7,bar,Syracuse
Nibsy's Pub,4.0,bar,Syracuse
The York,4.4,bar,Syracuse
Al's Wine & Whiskey Lounge,4.5,bar,Syracuse
Faegan's Cafe & Pub,4.2,bar,Syracuse
The Hops Spot,4.4,bar,Syracuse
